Tweet,Sentiment,Polarity
still heavy on my heart RIP Angels,Neutral,0
7 white caskets as Halifax says goodbye to children lost in house fire ,Negative,-0.076923077
Its about being a community all together and helping each other out no matter what race what colour origin wha ,Neutral,0
vicnewsnow Wonderful tell me how often do lie 2 ur customers how often do u stuff money into there accounts ,Negative,-0.0625
MeanestGirlKat I lived in Dartmouth Halifaxs ugly sister Somewhat accuratedisplaytextrange1680,Neutral,0
FC Halifax Town 00 Havant and Waterlooville Town boss Fullarton bemoans red card in Shay draw ,Negative,-0.058823529
thestarhalifax Halifax police had a busy Friday night arresting suspected impaired drivers including one who was nabbed after crashin,Negative,-0.117647059
FC Halifax Town 00 Havant and Waterlooville Town boss Fullarton bemoans red card in Shay draw ,Negative,-0.058823529
mrstopviolence This picture is the saddest thing in lifeIf this doesnt touch you in some way I dont know if anything will,Neutral,0
FC Halifax Town 00 Havant and Waterlooville Town boss Fullarton bemoans red card in Shay draw ,Negative,-0.058823529
7 white caskets as Halifax says goodbye to children lost in house fire Heart broken th ,Negative,-0.125
StephenMcNeil Today many Nova Scotians will gather to remember and honour the Barho children The public funeral will take place at t,Neutral,0
WayeMason My heart is heavy but the love and compassion Halifax showed for the Barho family at the funeral for their seven children th,Positive,0.117647059
RetailBanker 22 interesting LloydsBankNews repeats support for branches says will retain 20 market share that gives scope to clo,Positive,0.055555556
Wind warning issued for Halifax area ,Neutral,0
MarkHodgins957 The GoFundMe for the Barho family has now broken half a million dollars BarhoFamily Halifax ,Negative,-0.066666667
Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
RhondaBrown5 Even in the snow there is a lineup at VandalDoughnuts Today all profits go to the BarhoFamily Halifax ,Neutral,0
Wise words,Neutral,0
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
DarrenFisherNS There is a lot of love here Our hearts go out to the Barho Family and their loved ones BarhoFamily Halifax Dartmo,Positive,0.0625
Just devastating No other words,Neutral,0
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
TheRebelTV Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid SNCLav,Negative,-0.076923077
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
haligonia A community mourns together today as the funeral for seven children who passed during a tragic fire in Spryfield The fune,Negative,-0.117647059
RetailBanker 22 interesting LloydsBankNews repeats support for branches says will retain 20 market share that gives scope to clo,Positive,0.055555556
7 white caskets as Halifax says goodbye to children lost in house fire ,Negative,-0.076923077
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
TheRebelTV Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid SNCLav,Negative,-0.076923077
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
KellyCP24 Halifax is only jealous of TO because of Kellydisplaytextrange1158,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
NTagouri Inna lillahi wa inna ilayhi rajiun Surely we belong to Allah God and to H,Neutral,0
So very sad,Negative,-0.25
berryonline CityKitchener MikeSavageHFX It is unimaginable Sending hugs from our city to Halifax and the family displaytextrange43120,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
PUBG I wish Halifax would drop with me in duodisplaytextrange646,Neutral,0
RhondaBrown5 Well done Halifax You raised 5025 for BarhoFamily through your donut purchases from VandalDoughnuts Imagine what all,Neutral,0
Ive had it with this ridiculous worship of the other,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
AndyFillmoreHFX Halifax is hurting from an immeasurable loss of life today following a house fire in Spryfield They arrived as refu,Negative,-0.0625
Dont be shy Score a job like Radiology Technologist MultiModality MRI at Halifax Health by asking for refe ,Positive,0.0625
FC Halifax Town 00 Havant and Waterlooville Fullarton bemoans red card in Shay draw ,Negative,-0.066666667
Funeral today for Syrian family in Halifaxfire who said theres no indication the fire is suspicious but the inv ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
LacombeExpress People gather for funeral of seven children killed in fastmoving Halifax fire ,Negative,-0.076923077
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
May those precious little angels rest in peace ,Positive,0.222222222
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
dreamwalkarts Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
jdlbx93 My heart ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Wnd NNW 16 kmh Max 341 kmh at 1340 Dry T 18C Chill 6C H 08C L 103C Rn24h 03 mm DP 99C Hum 54 ,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
TheRebelTV Halifax cartoonist caves to outrage mob over edgy WilsonRaybould sketch TheMenzoid SNCLav,Negative,-0.076923077
The Barho family came to Canada in 2017 to escape the war in Syria The Barho family lost seven children in house ,Negative,-0.052631579
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
globalnews WATCH LIVE Funeral service for 7 children killed in Halifax house fire ,Negative,-0.071428571
TwitCoast WE ARE HIRING The Coast is looking for an experienced Account Representative and a new NS grad as to fill a new Sales Supp,Neutral,0
BobbiFrench Retired child and adolescent psychiatrist here Halifax journalists members of the public Do NOT photograph this mothe,Neutral,0
Educhatter Halifax Fire Tragedy Everyone is devastated This globeandmail story will stand as the definitive news report on the,Neutral,0
800 guests That calls for two booths Double booth action by TrueNorthDJs Halifax Convention Centre ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Chris1014Lee Zach and I are moving back to Halifax next Monday Eth has his own place now and loving itdisplaytextrange14105,Neutral,0
LawNeedsFem Awaiting all LNFBForum2019 attendees for the keynote by Justice Anne Derrick feminism halifax NationalForum2019 ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
FFDP Halifax NS Canada pleasedisplaytextrange632,Neutral,0
mrstopviolence This picture is the saddest thing in lifeIf this doesnt touch you in some way I dont know if anything will,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Its been a very somber week here in Halifax Today many small businesses are incredibly donating their profits an ,Negative,-0.071428571
BrettCBC Overnight fire destroys Halifax home 1 man lifethreatening injuries 1 woman nonlifethreatening 5 bodies removed,Negative,-0.055555556
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BlessingsBeWithYouAll,Neutral,0
Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
mikesbloggity Its been a very somber week here in Halifax Today many small businesses are incredibly donating their profits and pro,Negative,-0.066666667
What a horrible tragedy,Negative,-0.4
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
missveinot Heartbroken for the parents as they face today There is nothing we can say or do to help them but Halifax mourns with you,Negative,-0.058823529
So so heartbreaking,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
KateWheeler007 Life is so short there is not enough time to love I dont know where people find time to hate Sheikh Hamza Barho,Positive,0.105263158
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
mikesbloggity Its been a very somber week here in Halifax Today many small businesses are incredibly donating their profits and pro,Negative,-0.066666667
kittielizzie worldofmusicBBC leemeadofficial Where you at Halifax last Saturdaydisplaytextrange4883,Neutral,0
Ceux qui disent que les Musulmans ne sintgrent pas vous avez la preuve cidessous que cest faux Dans le malheu ,Neutral,0
This is one of the saddest stories ever,Neutral,0
Prs de 2000 personnes assistent aux funrailles des sept enfants Barho ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
genesimmons Happy birthday Matthew ,Neutral,0
jessovii For all those who were looking for the most recent update ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Way to go Halifax,Neutral,0
PALairlines AirCanada I am at the mercy of you both as you are the only companies that fly from GooseBay to ,Positive,0.083333333
SafwanChoudhry The Ahmadiyya Muslim Jamaat Canada extends ours deepest condolences sincere prayers for the Barho family as they bea,Positive,0.0625
cinders404 A terrible tragedy ,Negative,-0.285714286
What a horrible gutwrenching event,Negative,-0.166666667
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
A warm embrace for grieving parents at funeral of seven young fire victims in Halifax ,Positive,0.071428571
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
sheila1061 Such a privilege to meet AngelaRayner in Halifax today Many thanks Angela you were an inspiration We are the future,Positive,0.2
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
I dont know either It is beyond my ability to even imagine,Neutral,0
troutsilver Hiding for sure As well Justin had to make a couple of announcements to justify the costs of attend ,Positive,0.066666667
Having worked with many Syrian Refugees sponsored by humanityfirst This news is very traggic painful Our deepe ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
shaistapatel I cant stop thinking about the seven Syrian children who came to Halifax in 2017 Even trying to think through it from a,Neutral,0
 QMJHL Halifax O65 185 ValdOr O6 191 Victoriaville U55 185 OHL Flint O75 183 Hamilton O75 ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
Wnd NW 8 kmh Max 341 kmh at 1340 Dry T 43C Chill 6C H 08C L 103C Rn24h 03 mm DP 103C Hum 63 ,Neutral,0
Hundreds of mourners filled a cavernous hall on the Halifax waterfront Saturday for the public funeral of seven chi ,Negative,-0.066666667
Most mortgages go to firsttime buyers Halifax research shows cliptags,Neutral,0
KateWheeler007 Life is so short there is not enough time to love I dont know where people find time to hate Sheikh Hamza Barho,Positive,0.105263158
Emile36099024 NewImproved9 HappyintheWest LaybourneJudith ZubrodRob bgirl0001 103Prison hllfrezenovr ,Neutral,0
Fly high little ones Fly high ,Neutral,0
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Funeral today for seven children killed in Halifax fire lokol halifax,Negative,-0.090909091
May the Almighty rest their souls in eternal peace Praying for the parents and family ,Positive,0.083333333
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
HikeNS hfxgov City Nature Challenge is gearing up for a fun competition across the world From April 26 29 2019 in65 cities 17 c,Positive,0.047619048
So many little ones lost Sending love and light to their family Such a tragic loss,Negative,-0.142857143
vickibowe Thinking of the mother who has to bury her children today and the father whos too badly injured to attend May peace be up,Neutral,0
The way the community has responded to this tragedy is heart warming,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
 seven young victims of Tuesdays fire were remembered at a Halifax service that has bee ,Neutral,0
SMasottiCTV Tonight at 6pm Thousands gather in Halifax to mourn the loss of 7 Syrian children who died in house fire Hands Off Vene,Negative,-0.052631579
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
AirShowAtlantic Performer Announcement CF18 Demo Team Air Show Atlantic is thrilled to announce that the CF18Demo will be perfor,Positive,0.0625
SJSeaDogs and Mooseheads ready to roll in Halifax Zachary Bouthillier in net for Saint John GoDogsGo,Positive,0.076923077
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
7pm Halifax Shearwater Weather,Neutral,0
VestsCanada 12 We received these photos from someone in the UWR fb group Post was taken down quickly thankfully Still it was met,Positive,0.055555556
SMasottiCTV Tonight at 6pm Thousands gather in Halifax to mourn the loss of 7 Syrian children who died in house fire Hands Off Vene,Negative,-0.052631579
Emile36099024 NewImproved9 HappyintheWest LaybourneJudith ZubrodRob bgirl0001 103Prison hllfrezenovr ,Neutral,0
kaythird These people do not deserve to call themselves Canadian They have no understanding of what it means to be a Canadian ,Neutral,0
SHBordenColley R Is For Reparations book launch happening now at the Halifax North Memorial Public Library hfxpublib published by,Neutral,0
SGirardau iamIqraKhalid BillBlair NeighbourNexus gagansikand OmarAlghabra RalphGoodale Just a point for you Iqra if Canadians a,Neutral,0
HCHurricanes MBBALL Make it a perfect regular season for the CanesMBball they take down the MountMystics today in Halifax to fin,Positive,0.066666667
Inspect54932104 Sadness for the Mom and Dad He is in an induced coma and critical but stable Losing 7 children is beyond Thats my,Neutral,0
7 white caskets as Halifax says goodbye to children lost in house fire Anyone whos heart doesnt feel pai ,Negative,-0.052631579
7 less terrorists,Neutral,0
Scattered relatives of seven Halifax children who died in fire speak of anguish ,Negative,-0.083333333
Police say they have found the driver who allegedly struck and killed a pedestrian on Friday morning then fled the ,Negative,-0.142857143
All those beautiful children So tragic,Neutral,0
Jazz Air 8898 arrived at CFB Goose Bay Goose Bay YYR at 0705PM AST from Halifax Intl YHZ after 147 en rou ,Neutral,0
mikesbloggity Its been a very somber week here in Halifax Today many small businesses are incredibly donating their profits and pro,Negative,-0.066666667
So much love pride for all these fierce feminist soontobe lawyers who just pulled off LawNeedsFems 3rd Nation ,Positive,0.117647059
michellesplant The way the community has responded to this tragedy is heart warming ,Neutral,0
CBCBigCity ErrolNazareth You gave me some relief after watching the funeral of 7 beautiful Syrian children in Halifax todaydisplaytextrange27125,Positive,0.117647059
realDonaldTrump Cheeto45 this is how decent Christian people treat their neighbors Learn something from our ne ,Positive,0.076923077
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
cristylonglegs Im available today in Halifax till 1100pm Check out my Profile Vipfavours VIPFavoursVerified ,Positive,0.071428571
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
come home for the first time in a hot minute and find out we are down a taco bell Halifax just keeps getting shittier and shittier,Positive,0.055555556
Instant tears God help them,Neutral,0
StephenFax CheapPanini have you ever considered doing some Rugby League ones eg HALIFAX RLFC Just a slight hint there Or maybe Cr,Neutral,0
Great turnout tonight Way to go Halifax ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Horrific loss ,Neutral,0
What the FUCK is going on in the Maritimes No one died in this fire but earlier this week SEVEN refugee childre ,Neutral,0
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
JustinTrudeau In times of tragedy Canadians are there for each other ,Negative,-0.125
So much love pride for all these fierce feminist soontobe lawyers who just pulled off LawNeedsFems 3rd Nation ,Positive,0.117647059
JustinTrudeau In times of tragedy Canadians are there for each other ,Negative,-0.125
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
MackLamoureux Lindsay Souvannarath spoke publicly for the first time giving us a deeper glimpse into the online radicalization which,Negative,-0.0625
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
BrettCBC Overnight fire destroys Halifax home 1 man lifethreatening injuries 1 woman nonlifethreatening 5 bodies removed,Negative,-0.055555556
Hundreds of people attended the funeral on Saturday of seven Syrian refugee children killed in a house fire earlier ,Negative,-0.0625
BrettCBC BREAKING Prime Minister Justin Trudeau will attend a vigil in downtown Halifax tonight to remember the 7 Syrian refugee ch,Neutral,0
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
It is one thing to think of buffalo on Divisadero Street of the Golden Gate Bridge overgrown in a tangle of vine ,Negative,-0.0625
 Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire CBC News ,Negative,-0.055555556
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
Brilliant Well done NichollsWarren,Neutral,0
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
MOOSEHEADS Halifax is up 10,Neutral,0
 GOAL BarinkaMarcel flips a nice backhand past the Saint John goaltender to make it 10 Halifax,Positive,0.066666667
7 white caskets as Halifax says goodbye to children lost in house fire ,Negative,-0.076923077
Nice pleasant not too wheaty Drinking a BG Wheat by Blowers And Grafton Blowers Grafton Halifax Street Food ,Positive,0.055555556
tybradley 6 Months of getting around by Bike in the Netherlands has made realize how abysmally terrible our infrastructure is in Cana,Negative,-0.133333333
HRP is requesting the publics assistance in locating a missing person Tiandong Gao age 23 was last seen at Sai ,Negative,-0.058823529
We love you were here for you Funeral held for all 7 children killed in Halifax house fire ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Hundreds of people expressed their grief and sadness at a public funeral in Halifax Details at 530 w GX94 News,Negative,-0.066666667
7,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
CBC News 7 white caskets as Halifax says goodbye to children lost in house fire ,Negative,-0.066666667
RemoZaccagna What a sad week here in Halifax But if theres one thing that resonated with me today its these words Life is so sho,Negative,-0.058823529
RyanMacDCTV CTVAtlantic CBRegPolice HRP is requesting the publics assistance in locating a missing person Ti ,Negative,-0.071428571
My heart hurts and goes out to the the family ,Negative,-0.111111111
Halifax Cheer Elite Blue Crew IOC5 Global CNCC ,Neutral,0
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
Anyone know where our local jack and Jill aka HollyLynch5 and JoshFG are on Brexit LabourAntisemitsm and ,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Mazishi ya watoto saba kutoka familia moja ya wakimbizi kutoka Syria yamefanyika leo kwenye mji wa Halifax nch ,Neutral,0
A row of icicles icicles freshtables freshtagram instagram Halifax Nova Scotia ,Neutral,0
SeasideFM HRP is requesting the publics assistance in locating a missing personTiandong Gao age 23 was last ,Negative,-0.066666667
Breaks my heartinnalillahi winna illahi rajioon ,Neutral,0
PlanningCon Check out this new opportunity for accessible travel in Halifax You can hear gerrypost speak about access by design at,Positive,0.055555556
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
7 white caskets as Halifax says goodbye to children lost in house fire ,Negative,-0.076923077
theprovince I have attended many funerals but nothing like this Sheikh Hamza says at funeral for Syrian refugee children in Halifax,Positive,0.055555556
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
7,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
BrettCBC VIDEO As a mother spending time with that family taught me a great deal about myself and my own parenting Family frien,Positive,0.058823529
SobeysNorthWind Starting Sunday Feb 24th we will take part in Sensory Friendly Shopping from 67pm NorthEnd Halifax Sobeys ,Neutral,0
If youre planning to move to BC here is what you need to know about their Land Transfer Tax payment Click the li ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
idreesali114 Hundreds of people attended the funeral on Saturday of seven Syrian refugee children killed in a house fire earlier this,Negative,-0.058823529
At least the community showed up in the aftermath ,Neutral,0
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
After an amazing afternoon of choral and instrumental music tonight Winterlude will feature the older ensembles F ,Positive,0.0625
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
carolynraycbc Tiandong Gao age 23 was last seen at Saint Marys University on January 21st 2019 Gao was last ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
LabRatRho LaybourneJudith NewImproved9 HappyintheWest ZubrodRob bgirl0001 103Prison hllfrezenovr ,Neutral,0
In downtown Halifax Get at me,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
HRMFireNews Honour guard members ,Neutral,0
HHBridges MacKayBridge Dartmouth to Halifax Activity Traffic conditions Dartmouth bound light volumes Halifax bound light volu,Neutral,0
Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire CBC News ,Negative,-0.058823529
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
RIP thoughts and prayers are with with the mother,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
JustinTrudeau Words fail when children are taken from us too soon especially in circumstances like this My heart goes out to the sur,Neutral,0
MacdonaldBridge Dartmouth to Halifax Activity Traffic conditions Dartmouth bound light volumes Halifax boun ,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire CBC News ,Negative,-0.058823529
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
In Canada today A very sad nationally televised funeral for all the children of this newly welcomed couple to Hali ,Negative,-0.0625
If you do pray please spare a moment to say a prayer for the souls of these beautiful loved children who had sett ,Positive,0.066666667
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
